TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
fly chr29D4-29D4	fly chr29D4-29D4	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	34185,34186,34189	PIG-U,mRpL51,Acer
fly chr54C1-54C1	fly chr54C1-54C1	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	36975,5740572,36974	APC10,CG34193,CG4853
fly chr64B1-64B1	fly chr64B1-64B1	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	38530,38532,326205	Fdx2,PMP34,Claspin
fly chr61D4-61D4	fly chr61D4-61D4	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	3885645,44786,38107	CG34057,nerfin-1,CG13905
fly chr13F1-13F1	fly chr13F1-13F1	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	32534,19835556,32533	PGRP-LE,CR44384,CG15602
fly chr89E10-89E10	fly chr89E10-89E10	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	42057,42055,42056	CG3995,CG18213,CG5220
fly chr29F5-29F5	fly chr29F5-29F5	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	3771965,34215,34212	CG9515,C1GalTA,Tsp29Fb
fly chr91A3-91A3	fly chr91A3-91A3	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	42206,42208,42209	CG15803,WRNexo,Nup43
fly chr82A3-82A3	fly chr82A3-82A3	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	40543,40545,40542	Suv3,CG9795,Vps24
fly chr12A8-12A8	fly chr12A8-12A8	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	32316,32319,32315	Ndc80,Tango2,CG11178
fly chr87A7-87A7	fly chr87A7-87A7	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	41447,41457,41450	CG12213,Ect3,Tango9
fly chr11A11-11A11	fly chr11A11-11A11	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	32196,32195,32193	CG42258,Rab40,CG15927
fly chr16E1-16E1	fly chr16E1-16E1	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	32764,32763,32765	Ucp4A,CG8142,CG15814
fly chr89B17-89B17	fly chr89B17-89B17	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	41997,7354465,42000	CG14883,CG42232,CSN5
fly chr57B4-57B4	fly chr57B4-57B4	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	37367,37363,37366	Rx,Cib2,CG9235
fly chr93E4-93E4	fly chr93E4-93E4	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	14462498,42545,12798502	CR44033,CG7956,CR43372
fly chr95E6-95E6	fly chr95E6-95E6	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	42869,42872,42871	CG6182,CG5510,Apc2
fly chr90F4-90F4	fly chr90F4-90F4	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	42165,42166,3771951	CG7218,Cbp20,Prx5
fly chr95F3-95F3	fly chr95F3-95F3	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	42885,19835194,42883	Spase22-23,CR45217,CG13609
fly chr39B1-39B1	fly chr39B1-39B1	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	19835639,43875,12798032	CR44911,Ret,scaRNA:PsiU2-38.40.42
fly chr74E4-74E4	fly chr74E4-74E4	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	39969,326197,45961	CG7484,Ndfip,Pep
fly chr66A8-66A8	fly chr66A8-66A8	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	38859,2768949,38857	CG7492,Urm1,CG7506
fly chr43F2-43F2	fly chr43F2-43F2	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	35746,35744,246580	rnh1,Kdm4A,CG30381
fly chr87E4-87E4	fly chr87E4-87E4	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	41630,41634,41633	CG15888,CG8773,wntD
fly chr70C5-70C5	fly chr70C5-70C5	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	39530,44115,39535	CG8745,Rgl,CG8833
fly chr36F7-36F7	fly chr36F7-36F7	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	35112,35113,35111	CG10333,Atac2,CG10413
fly chr38A2-38A2	fly chr38A2-38A2	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	35264,35261,35260	CG10463,Nf-YB,CG10462
fly chr53D14-53D14	fly chr53D14-53D14	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	45249,36889,47906	Ef1beta,Psi,Dek
fly chr93D2-93D2	fly chr93D2-93D2	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	42524,42526,42527	Rab1,CG5919,CG3308
fly chr60C7-60C7	fly chr60C7-60C7	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	19835181,37891,19835734	CG44812,CG13578,CR44811
fly chr74C3-74C3	fly chr74C3-74C3	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	39948,5740115,39950	QIL1,CG34250,UQCR-Q
fly chr31E2-31E2	fly chr31E2-31E2	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	34434,34430,34432	Nse4,TfIIB,holn1
fly chr32E4-32E4	fly chr32E4-32E4	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	19835566,19834933,19836239	CR44583,CR44585,CR44586
fly chr49F10-49F10	fly chr49F10-49F10	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	36460,36457,36459	Fsn,CG4627,CG4646
fly chr66E3-66E3	fly chr66E3-66E3	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	39014,39015,14462844	Mcm7,TrpA1,CR43970
fly chr88B3-88B3	fly chr88B3-88B3	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	41743,41742,41741	PR-Set7,Crz,RpII15
fly chr66B6-66B6	fly chr66B6-66B6	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	44747,38897,38898	msk,CG7927,Arp3
fly chr24F1-24F1	fly chr24F1-24F1	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	33641,33645,318826	Psf2,Dim1,CG33003
fly chr7D16-7D16	fly chr7D16-7D16	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	31744,31743,31746	Gbeta5,CG10959,Traf6
fly chr35C5-35C5	fly chr35C5-35C5	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	34893,34896,34894	l(2)35Cc,Cul3,yuri
fly chr61F5-61F5	fly chr61F5-61F5	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	38144,38147,38148	Rabex-5,CG9149,CG2277
fly chr98F13-98F13	fly chr98F13-98F13	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	43449,43450,64874	Rpn2,CG11897,eIF2D
fly chr90C5-90C5	fly chr90C5-90C5	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	42143,42140,42139	CG17802,CG7379,pasi1
fly chr36C7-36C7	fly chr36C7-36C7	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	35041,35044,35042	Lrch,CG15141,CLIP-190
fly chr60B7-60B7	fly chr60B7-60B7	0.240451117786626	-1.42523846254136	5	3	0.000514226945491944	5834	16508	37849,37846,45329	RpL39,eIF-5A,RpL12
fly chr35D4-35D4	fly chr35D4-35D4	0.247746322426683	-1.39534994977047	20	9	0.00154268083647583	5834	16508	34930,48785,34927,19834840,19835770,34925,48782,34924,34928	Ku80,wek,Gli,CR44866,CR44974,ND-B17,Mtr4,CycE,CG3793
fly chr95B1-95B1	fly chr95B1-95B1	0.254127795010032	-1.36991800853028	15	7	0.00119986287281454	5834	16508	42808,42807,42805,42802,42809,42811,42800	SdhD,PTPMT1,Rpt5,Rpn9,CG10217,CG10214,CG10232
fly chr85A5-85A5	fly chr85A5-85A5	0.254127795010032	-1.36991800853028	15	7	0.00119986287281454	5834	16508	14462442,41029,41020,41023,2768664,19834872,41028	CG44227,CG9773,Mkk4,CG11753,CG33325,CR44937,mRpL19
fly chr62A9-62A9	fly chr62A9-62A9	0.255965204639507	-1.36271376311737	10	5	0.00085704490915324	5834	16508	38201,38197,38198,38196,38199	CG17249,metl,Bgb,nSyb,alphaCOP
fly chr80B1-80B1	fly chr80B1-80B1	0.255965204639507	-1.36271376311737	10	5	0.00085704490915324	5834	16508	40504,3771811,40506,326267,40505	CG33169,snoRNA:Me28S-G764,Arf79F,CG33170,CG11137
fly chr22B1-22B1	fly chr22B1-22B1	0.255965204639507	-1.36271376311737	10	5	0.00085704490915324	5834	16508	33347,33350,326177,33346,319033	CG17660,Rim2,CG31937,cpb,Rrp40
fly chr76C6-76C6	fly chr76C6-76C6	0.255965204639507	-1.36271376311737	10	5	0.00085704490915324	5834	16508	50259,40158,40162,40161,40160	CG14104,CG14103,cyc,Cyp305a1,Kap-alpha1
fly chr63E5-63E5	fly chr63E5-63E5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	50167,38435	CG14974,CG10357
fly chr44F11-44F11	fly chr44F11-44F11	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	35899,326329	Tom7,CG33199
fly chr3A1-3A1	fly chr3A1-3A1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	31222,31220	mRpL14,Ilp6
fly chrh41-h41|2-55.1	fly chrh41-h41|2-55.1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	3354888,7354404	rl,Yeti
fly chr13C5-13C5	fly chr13C5-13C5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	32482,19835666	CG6340,CR44888
fly chr54C9-54C9	fly chr54C9-54C9	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	36990,36991	POSH,UQCR-6.4
fly chr64E7-64E7	fly chr64E7-64E7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	326214,38649	vito,Myt1
fly chr89E11-89E11	fly chr89E11-89E11	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	42059,42060	Dad,Ns1
fly chr3F4-3F4	fly chr3F4-3F4	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	31342,31341	VhaAC39-1,CG2930
fly chr42F2-42F2	fly chr42F2-42F2	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	35634,19835165	Cyp9b1,CR44443
fly chr13E18-13E18	fly chr13E18-13E18	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	32529,32531	Paf-AHalpha,Rhp
fly chr37C7-37C7	fly chr37C7-37C7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	44355,35200	drl,pigeon
fly chr43C3-43C3	fly chr43C3-43C3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	35672,35673	CG11141,CG11127
fly chr48E6-48E7	fly chr48E6-48E7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	36314,3771946	SmF,CG13175
fly chr67B8-67B8	fly chr67B8-67B8	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	39097,39098	CG3552,CG3434
fly chr84E4-84E4	fly chr84E4-84E4	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40932,40929	mRpS9,ArgRS-m
fly chr77E3-77E3	fly chr77E3-77E3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40287,5740551	kni,CG34260
fly chrh41-h41|2-55.1 cM	fly chrh41-h41|2-55.1 cM	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	7354404,3354888	Yeti,rl
fly chr70D5-70D5	fly chr70D5-70D5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	19835129,39577	CR45025,CG13482
fly chr93B12-93B12	fly chr93B12-93B12	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	42498,42499	CG5745,Sec15
fly chr49A7-49A7	fly chr49A7-49A7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	36364,36365	dgt5,CG8545
fly chr34B7-34B7	fly chr34B7-34B7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	34745,44391	CG6523,Nnp-1
fly chr78E3-78E3	fly chr78E3-78E3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	14462907,40410	CR43979,Als2
fly chr96A6-96A6	fly chr96A6-96A6	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	42925,42926	CG6607,CG13623
fly chr69B4-69B4	fly chr69B4-69B4	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	39414,39413	Smyd4-2,CG32104
fly chr92E2-92E2	fly chr92E2-92E2	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	42410,42412	CG4362,CG42668
fly chr26B11-26B11	fly chr26B11-26B11	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	5740323,19834998	smal,CR44823
fly chr43D3-43D3	fly chr43D3-43D3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	35690,14462566	CG1598,CR44209
fly chr50C23-50C23	fly chr50C23-50C23	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	36554,36552	RN-tre,CG8067
fly chr65A8-65A8	fly chr65A8-65A8	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	38720,38721	CG13298,Trn
fly chr76C1-76C1	fly chr76C1-76C1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	19835359,40147	CR44678,CG8765
fly chr35F12-35F12	fly chr35F12-35F12	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	34976,34977	CaBP1,jhamt
fly chr14B7-14B7	fly chr14B7-14B7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	32582,32581	Mfe2,kat80
fly chr1B13-1B13	fly chr1B13-1B13	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	31012,31014	su(sable),Roc1a
fly chr18F1-18F1	fly chr18F1-18F1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	32992,32993	Pmp70,CG12702
fly chr37D3-37D3	fly chr37D3-37D3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	35209,35210	CG17349,CG17350
fly chr66A19-66A19	fly chr66A19-66A19	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	38880,317997	CG8281,CG32368
fly chr28D1-28D1	fly chr28D1-28D1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	34069,34070	CG7115,Rack1
fly chr94B2-94B2	fly chr94B2-94B2	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	326254,42653	CG33099,CG5346
fly chr38A3-38A3	fly chr38A3-38A3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	35267,35266	CdGAPr,bsh
fly chr75F6-75F6	fly chr75F6-75F6	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40081,40080	Mkp3,CG6812
fly chr102C5-102C5	fly chr102C5-102C5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	43797,43798	Pur-alpha,ND-49
fly chr64C13-64C13	fly chr64C13-64C13	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	38612,38613	Cyt-c1,Uev1A
fly chr99F2-99F2	fly chr99F2-99F2	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	44965,46415	Fer2LCH,Fer1HCH
fly chr79D3-79D3	fly chr79D3-79D3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40459,40457	Csp,Ddx1
fly chr25E1-25E1	fly chr25E1-25E1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	19835196,33769	CR42850,H15
fly chr73D3-73D3	fly chr73D3-73D3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	39886,39888	CG13029,CG9951
fly chr59D3-59D3	fly chr59D3-59D3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	37682,37684	CG3092,RpL22-like
fly chr84F15-84F15	fly chr84F15-84F15	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40999,41000	stck,CG9684
fly chr54C10-54C10	fly chr54C10-54C10	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	36993,36994	Dcr-2,CG6484
fly chr5F2-5F2	fly chr5F2-5F2	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	31577,31578	CG3847,ND-B16.6
fly chr100B5-100B5	fly chr100B5-100B5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	43689,43688	CG1544,mesh
fly chr8F1-8F1	fly chr8F1-8F1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	31903,31902	Lst8,Gga
fly chr85D17-85D17	fly chr85D17-85D17	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	41132,41133	GstZ1,GstZ2
fly chr51D7-51D7	fly chr51D7-51D7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	36675,36676	CG7639,CG10265
fly chr70D1-70D1	fly chr70D1-70D1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	39561,39559	Frl,CG6833
fly chr67B7-67B7	fly chr67B7-67B7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	317833,39093	ghi,CG3529
fly chr3C9-3C9	fly chr3C9-3C9	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	31295,59253	CG3939,CG18508
fly chr45B3-45B3	fly chr45B3-45B3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	35942,35941	unpg,CG8026
fly chr83D5-83D5	fly chr83D5-83D5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40752,40749	Osi1,CG31559
fly chr92B3-92B3	fly chr92B3-92B3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	318746,42357	CG31459,CG4662
fly chr89A1-89A1	fly chr89A1-89A1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	12798414,14462477	CG43336,CR43849
fly chr48F10-48F10	fly chr48F10-48F10	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	36338,36339	CG8490,Den1
fly chr35A1-35A1	fly chr35A1-35A1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	34829,12798213	CG46301,CG43332
fly chr64F3-64F3	fly chr64F3-64F3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	38660,38659	CG13287,CG18586
fly chr40B3-40B3	fly chr40B3-40B3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	19834802,35431	CR45362,CG11629
fly chr49F4-49F7	fly chr49F4-49F7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	318918,3772396	Kdm4B,seq
fly chr59F5-59F5	fly chr59F5-59F5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	37741,45976	Pde8,retn
fly chr38B6-38B6	fly chr38B6-38B6	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	35297,35298	Taf13,nesd
fly chr16C1-16C1	fly chr16C1-16C1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	32753,32751	CG8173,CG8188
fly chr17C5-17C5	fly chr17C5-17C5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	19835286,32848	CR43289,CG15040
fly chr26F3-26F3	fly chr26F3-26F3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	33928,5740402	CG31635,CG34345
fly chr33E7-33E7	fly chr33E7-33E7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	12798169,318986	snoRNA:CG43051-a,t-cup
fly chr93C2-93C2	fly chr93C2-93C2	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	42513,42512	CG5810,cDIP
fly chr55C8-55C8	fly chr55C8-55C8	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	44339,37116	imd,Dp1
fly chr77B2-77B2	fly chr77B2-77B2	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40231,14462890	SCCRO4,CR43872
fly chr7D1-7D1	fly chr7D1-7D1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	31714,19835789	CG15332,CR45620
fly chr62D3-62D3	fly chr62D3-62D3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	38283,38282	CG9018,Oseg2
fly chr89E5-89E5	fly chr89E5-89E5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	42043,44964	AhcyL2,Actn3
fly chr49A6-49A6	fly chr49A6-49A6	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	36362,246418	Dyb,Tmem18
fly chr4B3-4B3	fly chr4B3-4B3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	31366,12798106	CG15570,CG43288
fly chr67E6-67E6	fly chr67E6-67E6	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	39210,39212	CG8003,simj
fly chr80C1-80C1	fly chr80C1-80C1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40514,318042	Mes2,CG32461
fly chr78E4-78E4	fly chr78E4-78E4	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40412,8674005	CG32447,Sfp78E
fly chr64A6-64A6	fly chr64A6-64A6	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	38489,38488	Ack,Fit1
fly chr50A11-50A11	fly chr50A11-50A11	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	12798442,36494	CG43192,cbc
fly chr62F3-62F3	fly chr62F3-62F3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	38343,38342	CG12093,AhcyL1
fly chr3A6-3A6	fly chr3A6-3A6	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	31237,31236	CG13760,CG13759
fly chr78A2-78A2	fly chr78A2-78A2	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	12798435,40323	scaRNA:PsiU6-40,CG10585
fly chr26F7-26F7	fly chr26F7-26F7	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	33939,33938	Nhe3,Nse1
fly chr43C5-43C5	fly chr43C5-43C5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	35677,44653	Coop,wech
fly chr63A5-63A5	fly chr63A5-63A5	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	38365,38364	CG16753,CG1271
fly chr76B8-76B8	fly chr76B8-76B8	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40130,40131	CG9231,CG9330
fly chr72F1-72F1	fly chr72F1-72F1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	39828,39827	GluRS-m,TMS1
fly chr30D1-30D1	fly chr30D1-30D1	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	34302,34303	CG4036,CG13123
fly chr84E6-84E6	fly chr84E6-84E6	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	8674093,40941	Sfp84E,CD98hc
fly chr69E4-69E4	fly chr69E4-69E4	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	39455,39456	Sap130,CG10754
fly chr64F4-64F4	fly chr64F4-64F4	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	38661,318016	DNApol-epsilon58,CG32409
fly chr77B4-77B4	fly chr77B4-77B4	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	40236,40239	Spn77Bc,Rbbp5
fly chr96B2-96B2	fly chr96B2-96B2	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	42972,42973	CG3744,CG11089
fly chr10E3-10E3	fly chr10E3-10E3	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	32131,32132	Karl,CkIIbeta
fly chr94A11-94A11	fly chr94A11-94A11	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	42627,42626	CG13857,CG7059
fly chr65A2-65A2	fly chr65A2-65A2	0.286395194619598	-1.25038262259926	3	2	0.000342817963661296	5834	16508	38675,19835955	alphaKap4,CR45439
fly chr34D1-34D1	fly chr34D1-34D1	0.290587308909204	-1.23585120082574	26	11	0.00188549880013713	5834	16508	34787,34784,34781,34792,34780,34779,34788,34790,34793,34778,34785	Adat1,CG16863,CG16890,tam,p38b,CG9008,CG16865,Sos,Arpc1,TM9SF4,Sec71
fly chr89A8-89A8	fly chr89A8-89A8	0.293123693015398	-1.22716059858762	13	6	0.00102845389098389	5834	16508	318590,41935,41939,41938,41937,41941	CG31088,Fbxl7,CG4287,Sap47,blp,Rbf2
fly chr83E4-83E4	fly chr83E4-83E4	0.293123693015398	-1.22716059858762	13	6	0.00102845389098389	5834	16508	40786,40787,40776,44039,40785,40782	CG10286,CRAT,Osi19,Pak,CG42724,CG18048
fly chr63D1-63D1	fly chr63D1-63D1	0.293123693015398	-1.22716059858762	13	6	0.00102845389098389	5834	16508	317954,38409,38412,38415,38411,38410	Drsl4,Drsl5,Strip,CG14969,CG12016,PIG-C
fly chr57B5-57B5	fly chr57B5-57B5	0.293123693015398	-1.22716059858762	13	6	0.00102845389098389	5834	16508	37379,47894,37376,3772359,37377,37368	CG10543,hbn,CG3216,CG33704,dgt3,Act57B
fly chr71D4-71D4	fly chr71D4-71D4	0.300891288573949	-1.20100624699837	8	4	0.000685635927322592	5834	16508	39676,39677,39679,3885667	CG13454,mex1,CG7945,CG42729
fly chr82B1-82B1	fly chr82B1-82B1	0.300891288573949	-1.20100624699837	8	4	0.000685635927322592	5834	16508	40562,318782,40566,40563	srl,CG31525,CG14650,eIF3-S10
fly chr63F5-63F5	fly chr63F5-63F5	0.300891288573949	-1.20100624699837	8	4	0.000685635927322592	5834	16508	38456,38454,38455,14462828	Ubi-p63E,CG14977,Ccz1,CR43917
fly chr50B1-50B1	fly chr50B1-50B1	0.300891288573949	-1.20100624699837	8	4	0.000685635927322592	5834	16508	36507,12798444,36508,36506	CG33156,snoRNA:2R:9445410,Roe1,CG6145
fly chr94A6-94A6	fly chr94A6-94A6	0.300891288573949	-1.20100624699837	8	4	0.000685635927322592	5834	16508	42622,42617,4379861,42619	CG18596,CG7071,CG34149,CG5380
fly chr62A3-62A3	fly chr62A3-62A3	0.300891288573949	-1.20100624699837	8	4	0.000685635927322592	5834	16508	38178,38176,38177,38174	pns,Iml1,CG12091,cue
fly chr27C7-27C7	fly chr27C7-27C7	0.300891288573949	-1.20100624699837	8	4	0.000685635927322592	5834	16508	33975,33977,44701,33974	CG13775,Atac1,Coprox,SA
fly chr59E3-59E3	fly chr59E3-59E3	0.300891288573949	-1.20100624699837	8	4	0.000685635927322592	5834	16508	246504,37727,37730,37731	ppk3,wmd,pita,Rrp4
